Number,question,Annotated Class,Manual Annotation,class,Manual Check,Remarks,Number of empty annotations: 1
2420,who founded the american federation of labor afl in 1886?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2421,who founded the new democratic party?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2422,who founded the sisters of saint joseph?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
2423,who has been married to julia roberts?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,PERSON,,
2424,who has coached the baltimore ravens?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2425,who has coached the minnesota vikings?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2426,who has dirk nowitzki played for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2427,who has played edward quartermaine on general hospital?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2428,who has the voice of stewie griffin?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2429,who has tim howard played for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2430,who has tom brady played for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2431,who has won the last 10 nba championships?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2432,who has won the most fa cup?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2433,who have the lakers signed?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2434,who helped china in ww2?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2435,who helped form the american federation of labor?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2436,who influenced arthur conan doyle?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2437,who influenced michael jackson?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2438,who influenced wolfgang amadeus mozart?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2439,who inspired antonio vivaldi?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2440,who invented dell computer?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2441,who invented facebook wikipedia?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2442,who invented morse code?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2443,who invented the ford motor company?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2444,who is abraham maslow?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2445,who is aidan davis?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2446,who is andrew carnegie and what did he do?,,REMOVE,ENTITY,,multiple types expected,
2447,who is andy williams brother?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2448,who is angelina jolie husband name?,Text,Text,ENTITY,,,
2449,who is angelina jolie's husband?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2450,who is blackwell?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2451,who is carl edwards racing for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2452,who is caroline spencer jr s father?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",TV,,,
2453,who is chelsea kane?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2454,who is chris cooley married to?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2455,who is clint eastwood dating?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2456,who is country singer jewel married to?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2457,who is daniel in the bible?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2458,who is darwin and what is his theory?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",HUMAN,,,
2459,who is democritus and what did he discover?,,REMOVE,HUMAN,,multiple types expected,
2460,who is ellen albertini dow?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2461,who is ellen bernstein?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2462,who is engaged to john legend?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2463,who is esther hicks?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2464,who is facebook's founder?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2465,who is galileo galilei and what is he famous for?,,REMOVE,HUMAN,,multiple types expected,
2466,who is garrett pretty little liars?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2467,who is gilbert gottfried snl?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2468,who is golfer dustin johnson dating?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2469,who is in the band bush?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,ORGANISATION,,
2470,who is james dean?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2471,who is jeff probst ex wife?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2472,who is jensen ackles in a relationship with?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2473,who is jeremy sumpter?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2474,who is jimmy fallon married to?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2475,who is john cabot's parents?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2476,who is john garcia?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2477,who is jojo simmons mother?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2478,who is keyshia cole married too?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2479,who is kobe bryant dad?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2480,who is kurt busch driving for now?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",COMPANY,,,
2481,who is larry ellison oracle?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2482,who is leann rimes with now?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2483,who is lincoln steffens?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2484,who is liz lemon marrying on 30 rock?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2485,who is lleyton hewitt?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2486,who is marilyn monroe and why is she famous?,,REMOVE,HUMAN,,multiple types expected,
2487,who is married to garry trudeau?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2488,who is married to garth brooks?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2489,who is married to jane krakowski?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2490,who is martin luther king jr wife?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2491,who is mexico's president right now 2011?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2492,who is michelle obama?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2493,who is my state senator and representative minnesota?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2494,who is neil patrick harris dating?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2495,who is nick grimshaw?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2496,who is nina dobrev playing in perks of being a wallflower?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
2497,who is nolan ryan married to?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2498,who is number 5 on the boston celtics?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2499,who is paul mccartney's current wife?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2500,who is paul revere and what did he do?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2501,who is playing bilbo baggins?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2502,who is playing bilbo in the hobbit movie?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2503,who is playing hawkeye in the avengers movie?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2504,who is playing jason morgan on general hospital?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2505,who is president of pakistan 2012?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2506,who is prime minister of japan 2011?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2507,who is prime minister of japan 2012?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2508,who is princess leia?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2509,who is queen elizabeth 1 father?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2510,who is raquel welch's daughter?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2511,who is reba mcentire's son?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2512,who is rob kardashian dating now 2012?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2513,who is robert downey jr wife?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",TV,PERSON,,
2514,who is roger bacon inventor of?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SCIENCE,,,
2515,who is ronaldo playing for now?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2516,who is ruling north korea now?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2517,who is ruling tunisia now?,Activity,"Activity (Game, Sales, Sport)",HUMAN,,,
2518,who is sanjay gupta married too?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2519,who is shania twain's husband?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2520,who is sherri shepherd's new husband?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2521,who is steven seagal sister?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2522,who is the arizona cardinals football coach?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2523,who is the chicago bulls head coach?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2524,who is the coach of the la lakers?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2525,who is the coach of the pittsburgh steelers 2005?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2526,who is the current coach of the new york knicks?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2527,who is the current governor of georgia 2011?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2528,who is the current leader of china and what is their title?,,REMOVE,HUMAN,,multiple types expected,
2529,who is the current leader of cuba today?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2530,who is the current president of chile 2011?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2531,who is the current president of china 2010?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2532,who is the current president of colombia 2011?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",TV,,,
2533,who is the current queen of australia?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2534,who is the elected governor of california?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2535,who is the falcons kicker?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2536,who is the governor of california 2010?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2537,who is the governor of colorado 2009?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2538,who is the governor of hawaii now?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2539,who is the governor of indiana 2012?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2540,who is the governor of kentucky 2012?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2541,who is the governor of oregon 2012?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2542,who is the governor of wyoming currently?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2543,who is the head coach of the indianapolis colts?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2544,who is the head coach of the new orleans saints?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2545,who is the leader of cuba 2012?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2546,who is the leader of france 2012?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2547,who is the leader of japan right now?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2548,who is the leader of japan?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2549,who is the leader of the dominican republic 2011?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2550,who is the manager of the st louis cardinals?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2551,who is the member of rajya sabha?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2552,who is the new governor of florida 2011?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2553,who is the new governor of oregon?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2554,who is the new senator of montana?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2555,who is the owner of the philadelphia eagles?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2556,who is the political leader of japan?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2557,who is the present president of china?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2558,who is the president of brazil now?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2559,who is the president of cuba in 2009?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2560,who is the president of ecuador in 2012?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
